order_id,customer_id,order_value,cancellation_reason,cancelled,device_type,shipping_method,customer_tenure_days,order_date,product_type
1729,C2931,318.02,Out of Stock,0,Desktop,Standard,1582,2024-05-25,Clothing
1730,C0256,389.24,Changed Mind,0,Desktop,Standard,460,2024-02-14,Toys
1731,C0709,119.03,Payment Issue,0,Tablet,Standard,1396,2024-12-31,Beauty
1732,C1839,74.02,Changed Mind,0,Mobile,Standard,790,2024-01-20,Beauty
1733,C1945,,Changed Mind,0,Desktop,Standard,1225,2024-10-17,Home
1734,C2498,781.67,Payment Issue,1,Desktop,Express,653,2024-09-03,Clothing
1735,C0010,329.73,Product Quality,0,Mobile,Express,316,2024-12-12,Clothing
1736,C2872,79.24,Shipping Delay,1,Desktop,Express,450,2024-07-21,Toys
1737,C0798,61.99,Shipping Delay,0,Desktop,Standard,1661,2024-01-09,Beauty
1738,C0877,714.14,Out of Stock,0,Mobile,Standard,1688,2024-06-28,Home
1739,C1029,376.41,Out of Stock,0,Desktop,Standard,576,2024-06-04,Electronics
1740,C1016,262.82,Other,0,Mobile,Standard,1119,2024-01-19,Home
1741,C1825,386.4,Payment Issue,0,Mobile,Standard,1716,2024-04-12,Home
1742,C0374,,Payment Issue,1,Mobile,Express,495,2024-09-02,Home
1743,C2194,396.34,Payment Issue,0,Desktop,Express,361,2024-03-25,Home
1744,C0224,689.05,Payment Issue,1,Mobile,Standard,456,2024-11-14,Beauty
1745,C1263,477.92,Payment Issue,0,Mobile,Standard,1201,2024-12-16,Home
1746,C2225,558.78,Shipping Delay,0,Desktop,Standard,128,2024-08-21,Clothing
1747,C1803,298.09,Out of Stock,0,Desktop,Standard,1513,2024-05-14,Clothing
1748,C0853,593.42,Other,0,Desktop,Express,1062,2024-02-06,Home
1749,C0063,536.63,Payment Issue,0,Mobile,Express,1481,2024-12-10,Clothing
1750,C1241,104.45,Changed Mind,1,Desktop,Standard,811,2024-04-01,Beauty
1751,C2875,462.39,Other,1,Mobile,Express,872,2024-10-18,Electronics
1752,C2843,212.83,Customer Service,0,Mobile,Express,349,2024-01-17,Home
1753,C0689,645.24,Out of Stock,0,Mobile,Standard,644,2024-03-30,Clothing
1754,C1485,346.49,Out of Stock,0,Desktop,Standard,451,2024-12-13,Clothing
1755,C1634,795.8,Customer Service,0,Desktop,Standard,1403,2024-06-13,Beauty
1756,C2153,83.08,Out of Stock,0,Desktop,Express,108,2024-09-09,Beauty
1757,C0511,626.47,Payment Issue,0,Mobile,Standard,1607,2024-10-31,Electronics
1758,C0385,542.22,Customer Service,0,Mobile,Standard,1231,2024-03-21,Toys
1759,C0405,616.32,Out of Stock,0,Mobile,Standard,576,2024-07-02,Toys
1760,C2871,252.95,Payment Issue,0,Tablet,Standard,240,2024-10-16,Toys
1761,C0518,398.72,Out of Stock,0,Mobile,Standard,590,2024-09-05,Electronics
1762,C0476,639.24,Changed Mind,0,Mobile,Standard,1111,2024-08-02,Home
1763,C2001,193.71,Other,0,Desktop,Express,1422,2024-06-06,Toys
1764,C2757,188.57,Payment Issue,0,Mobile,Standard,1713,2024-06-27,Toys
1765,C1669,445.33,Other,1,Desktop,Express,1285,2024-01-20,Clothing
1766,C1894,423.62,Out of Stock,0,Desktop,Express,577,2024-05-26,Clothing
1767,C2819,232.99,Changed Mind,0,Desktop,Express,324,2024-03-08,Home
1768,C1461,,Payment Issue,0,Mobile,Express,370,2024-03-17,Beauty
1769,C2725,229.5,Product Quality,0,Mobile,Express,104,2024-04-11,Electronics
1770,C0714,619.49,Other,0,Mobile,Standard,97,2024-05-19,Toys
1771,C0083,525.0,Changed Mind,0,Mobile,Standard,1510,2024-03-13,Electronics
1772,C1169,667.61,Payment Issue,0,Desktop,Standard,95,2024-07-25,Clothing
1773,C2505,780.62,Out of Stock,1,Mobile,Standard,1495,2024-07-31,Electronics
1774,C1902,384.59,Product Quality,0,Desktop,Standard,45,2024-03-19,Clothing
1775,C2049,62.69,Payment Issue,1,Mobile,Standard,889,2024-04-22,Electronics
1776,C0051,47.99,Shipping Delay,1,Desktop,Standard,30,2024-09-09,Clothing
1777,C0685,243.58,Out of Stock,0,Mobile,Standard,407,2024-05-12,Electronics
1778,C0717,746.71,Changed Mind,0,Mobile,Standard,1398,2024-07-15,Toys
1779,C1470,423.34,Out of Stock,0,Mobile,Express,1405,2024-01-25,Toys
1780,C0449,224.71,Payment Issue,0,Desktop,Standard,715,2024-04-10,Home
1781,C0881,325.34,Product Quality,1,Mobile,Standard,1683,2024-09-01,Electronics
1782,C0488,482.89,Shipping Delay,0,Mobile,Standard,643,2024-01-31,Beauty
1783,C1824,525.83,Out of Stock,0,Mobile,Standard,697,2024-10-16,Home
1784,C2082,131.6,Changed Mind,0,Mobile,Express,972,2024-09-12,Electronics
1785,C2143,781.86,Changed Mind,1,Desktop,Standard,700,2024-07-24,Beauty
1786,C1575,440.37,Customer Service,0,Desktop,Standard,1512,2024-03-08,Toys
1787,C2202,117.19,Out of Stock,1,Mobile,Express,1662,2024-08-02,Toys
1788,C0250,715.97,Out of Stock,0,Mobile,Standard,875,2024-05-01,Toys
1789,C0674,68.96,Out of Stock,0,Mobile,Express,905,2024-02-15,Beauty
1790,C0438,727.11,Changed Mind,0,Tablet,Standard,808,2024-03-09,Clothing
1791,C2166,797.29,Changed Mind,0,Mobile,Standard,1332,2024-01-27,Electronics
1792,C0771,563.34,Payment Issue,0,Desktop,Standard,598,2024-06-19,Home
1793,C0268,618.65,Payment Issue,0,Desktop,Standard,966,2024-09-01,Home
1794,C1985,276.47,Product Quality,0,Desktop,Standard,632,2024-10-27,Toys
1795,C1078,753.85,Payment Issue,0,Tablet,Standard,134,2024-09-30,Clothing
1796,C0236,428.47,Payment Issue,0,Mobile,Express,327,2024-10-14,Electronics
1797,C0389,588.59,Product Quality,0,Tablet,Standard,198,2024-09-05,Electronics
1798,C0763,740.05,Payment Issue,0,Desktop,Standard,682,2024-01-02,Home
1799,C1849,780.39,Shipping Delay,0,Mobile,Standard,1283,2024-01-20,Home
1800,C2449,668.23,Changed Mind,0,Desktop,Express,123,2024-10-20,Home
1801,C0624,249.38,Payment Issue,1,Desktop,Standard,753,2024-09-13,Electronics
1802,C2815,773.57,Changed Mind,0,Desktop,Standard,1606,2024-09-05,Home
1803,C2967,506.21,Payment Issue,0,Mobile,Standard,381,2024-06-01,Electronics
1804,C1253,745.21,Customer Service,1,Desktop,Standard,1530,2024-05-16,Toys
1805,C2901,544.12,Out of Stock,1,Mobile,Standard,570,2024-08-09,Clothing
1806,C0578,252.72,Payment Issue,0,Desktop,Express,1132,2024-07-29,Home
1807,C2123,302.32,Payment Issue,0,Tablet,Standard,1064,2024-07-07,Electronics
1808,C0435,444.87,Changed Mind,0,Desktop,Standard,1468,2024-08-19,Toys
1809,C2151,634.11,Payment Issue,0,Mobile,Standard,797,2024-05-15,Beauty
1810,C0764,261.21,Changed Mind,0,Desktop,Standard,890,2024-01-16,Toys
1811,C2786,467.99,Out of Stock,0,Mobile,Standard,1169,2024-04-23,Clothing
1812,C2854,283.04,Customer Service,0,Desktop,Express,1821,2024-09-20,Toys
1813,C1330,,Changed Mind,1,Desktop,Standard,1587,2024-10-05,Home
1814,C2146,378.72,Product Quality,0,Mobile,Express,175,2024-03-13,Home
1815,C2846,70.61,Other,0,Mobile,Standard,1302,2024-08-11,Beauty
1816,C1359,141.18,Payment Issue,1,Desktop,Standard,379,2024-02-03,Electronics
1817,C2907,58.27,Customer Service,0,Mobile,Standard,164,2024-09-01,Toys
1818,C2483,404.45,Product Quality,0,Desktop,Standard,1509,2024-08-25,Beauty
1819,C0447,94.01,Changed Mind,0,Mobile,Standard,763,2024-01-18,Home
1820,C2018,100.17,Other,0,Mobile,Express,614,2024-12-30,Electronics
1821,C1332,753.43,Changed Mind,0,Desktop,Standard,1588,2024-02-13,Electronics
1822,C0249,699.4,Changed Mind,0,Desktop,Standard,1790,2024-05-22,Clothing
1823,C0166,367.15,Product Quality,0,Mobile,Standard,1384,2024-01-15,Home
1824,C1359,788.79,Changed Mind,1,Desktop,Express,172,2024-04-02,Electronics
1825,C1020,10.15,Changed Mind,0,Mobile,Express,762,2024-10-05,Clothing
1826,C0542,495.04,Payment Issue,0,Desktop,Standard,1200,2024-08-02,Clothing
1827,C0759,496.98,Product Quality,0,Mobile,Standard,1072,2024-09-05,Home
1828,C2129,371.38,Product Quality,0,Mobile,Standard,1134,2024-03-11,Electronics
1829,C2181,323.59,Out of Stock,0,Mobile,Standard,1233,2024-04-18,Electronics
1830,C0797,369.75,Other,0,Mobile,Standard,1783,2024-10-14,Toys
1831,C2948,337.82,Changed Mind,0,Mobile,Standard,1710,2024-06-08,Electronics
1832,C0138,587.09,Payment Issue,0,Mobile,Express,618,2024-10-15,Clothing
1833,C2232,116.93,Shipping Delay,0,Tablet,Standard,664,2024-06-19,Beauty
1834,C1354,166.13,Product Quality,0,Mobile,Standard,858,2024-01-13,Home
1835,C2833,152.61,Payment Issue,0,Mobile,Standard,1178,2024-08-07,Beauty
1836,C1876,217.35,Payment Issue,0,Desktop,Standard,1675,2024-07-03,Electronics
1837,C0069,424.95,Customer Service,0,Mobile,Express,1686,2024-11-18,Clothing
1838,C2594,97.85,Other,0,Mobile,Standard,1296,2024-07-27,Beauty
1839,C2101,695.85,Shipping Delay,0,Mobile,Express,555,2024-10-14,Home
1840,C1474,244.92,Changed Mind,0,Mobile,Standard,1606,2024-11-24,Toys
1841,C0205,138.41,Other,0,Mobile,Express,636,2024-12-26,Beauty
1842,C2174,543.74,Other,0,Mobile,Standard,1687,2024-04-15,Toys
1843,C0043,40.09,Out of Stock,1,Desktop,Standard,1478,2024-07-30,Electronics
1844,C1907,499.78,Customer Service,0,Mobile,Express,1339,2024-11-20,Electronics
1845,C2159,561.58,Customer Service,0,Mobile,Standard,1755,2024-08-19,Home
1846,C0761,179.78,Other,0,Mobile,Standard,214,2024-07-31,Toys
1847,C2896,43.15,Customer Service,0,Mobile,Standard,1353,2024-11-20,Toys
1848,C2143,297.28,Shipping Delay,0,Mobile,Standard,143,2024-07-14,Home
1849,C1995,87.89,Shipping Delay,0,Desktop,Standard,618,2024-09-05,Beauty
1850,C1936,102.02,Out of Stock,1,Tablet,Standard,1007,2024-11-12,Home
1851,C0900,210.87,Shipping Delay,0,Desktop,Standard,353,2024-09-20,Electronics
1852,C0360,243.42,Product Quality,0,Mobile,Standard,280,2024-08-04,Toys
1853,C2948,428.68,Other,0,Tablet,Standard,1345,2024-09-19,Clothing
1854,C1720,545.93,Out of Stock,0,Mobile,Standard,1329,2024-06-18,Clothing
1855,C0281,478.29,Out of Stock,0,Mobile,Standard,836,2024-06-04,Electronics
1856,C1888,127.2,Changed Mind,0,Mobile,Express,1502,2024-03-10,Toys
1857,C0667,145.95,Shipping Delay,0,Desktop,Standard,389,2024-08-21,Toys
1858,C0093,704.23,Shipping Delay,0,Mobile,Standard,1087,2024-02-23,Home
1859,C0672,451.1,Payment Issue,0,Desktop,Standard,1819,2024-06-18,Beauty
1860,C1970,697.25,Out of Stock,0,Desktop,Standard,264,2024-02-05,Home
1861,C0061,303.52,Payment Issue,0,Mobile,Standard,5,2024-11-17,Clothing
1862,C2682,495.38,Payment Issue,0,Desktop,Standard,912,2024-09-15,Toys
1863,C1029,423.69,Product Quality,0,Mobile,Standard,167,2024-09-07,Beauty
1864,C1490,262.11,Changed Mind,0,Mobile,Standard,354,2024-01-13,Home
1865,C0604,381.23,Changed Mind,0,Mobile,Standard,172,2024-06-07,Beauty
1866,C0682,406.97,Payment Issue,0,Desktop,Standard,849,2024-01-29,Clothing
1867,C2582,168.61,Payment Issue,0,Mobile,Express,118,2024-02-26,Beauty
1868,C1429,258.86,Product Quality,1,Desktop,Standard,1249,2024-06-09,Toys
1869,C2886,635.21,Out of Stock,0,Tablet,Standard,173,2024-09-22,Beauty
1870,C2693,733.47,Other,0,Tablet,Standard,958,2024-08-17,Beauty
1871,C2281,294.24,Changed Mind,1,Mobile,Express,128,2024-11-14,Home
1872,C0524,252.51,Changed Mind,0,Mobile,Standard,186,2024-11-24,Beauty
1873,C2394,164.21,Changed Mind,0,Mobile,Standard,1086,2024-07-11,Beauty
1874,C2594,546.01,Product Quality,0,Desktop,Standard,892,2024-04-17,Clothing
1875,C1969,265.25,Out of Stock,0,Tablet,Express,1297,2024-12-22,Beauty
1876,C1102,790.32,Other,0,Desktop,Express,597,2024-12-17,Home
1877,C1754,267.29,Shipping Delay,0,Mobile,Standard,209,2024-12-18,Home
1878,C1837,321.37,Out of Stock,0,Mobile,Express,1008,2024-09-14,Toys
1879,C2842,486.63,Product Quality,1,Desktop,Standard,1216,2024-04-19,Clothing
1880,C2297,643.33,Other,0,Mobile,Express,749,2024-05-09,Electronics
1881,C2095,380.92,Changed Mind,0,Mobile,Express,531,2024-05-02,Toys
1882,C1145,343.9,Payment Issue,0,Desktop,Standard,951,2024-04-25,Beauty
1883,C2262,796.55,Shipping Delay,0,Mobile,Standard,1205,2024-08-17,Clothing
1884,C2287,18.29,Out of Stock,1,Mobile,Standard,559,2024-10-19,Toys
1885,C1080,717.1,Other,0,Mobile,Standard,227,2024-08-20,Home
1886,C2398,127.82,Out of Stock,0,Mobile,Standard,565,2024-11-12,Clothing
1887,C0107,630.88,Payment Issue,1,Desktop,Standard,613,2024-08-21,Clothing
1888,C2879,498.17,Other,0,Mobile,Standard,88,2024-10-22,Beauty
1889,C0048,280.06,Customer Service,0,Desktop,Express,1167,2024-07-09,Clothing
1890,C0337,700.36,Payment Issue,0,Mobile,Standard,1683,2024-01-25,Clothing
1891,C1050,20.2,Other,0,Mobile,Standard,1765,2024-06-14,Electronics
1892,C2852,,Changed Mind,0,Mobile,Standard,814,2024-10-19,Beauty
1893,C1281,457.85,Changed Mind,0,Mobile,Standard,249,2024-07-28,Clothing
1894,C2056,287.72,Other,0,Desktop,Express,224,2024-01-27,Clothing
1895,C0625,,Out of Stock,0,Desktop,Standard,902,2024-12-05,Electronics
1896,C1891,29.05,Payment Issue,1,Mobile,Standard,970,2024-06-26,Electronics
1897,C1277,102.0,Changed Mind,0,Mobile,Express,672,2024-02-13,Home
1898,C1716,110.41,Product Quality,0,Desktop,Standard,167,2024-03-12,Beauty
1899,C2767,159.53,Payment Issue,0,Mobile,Express,109,2024-08-09,Electronics
1900,C0303,372.87,Out of Stock,0,Mobile,Standard,1796,2024-11-06,Clothing
1901,C0639,604.18,Shipping Delay,0,Mobile,Standard,1196,2024-08-15,Electronics
1902,C0056,725.38,Changed Mind,1,Desktop,Standard,1534,2024-11-24,Toys
1903,C0726,669.94,Shipping Delay,0,Mobile,Express,296,2024-08-20,Home
1904,C0526,165.54,Other,1,Mobile,Standard,242,2024-09-24,Home
1905,C0474,358.51,Out of Stock,0,Desktop,Standard,208,2024-09-10,Beauty
1906,C0028,167.54,Changed Mind,0,Tablet,Express,1266,2024-06-11,Home
1907,C2126,218.93,Changed Mind,0,Mobile,Standard,1277,2024-01-06,Beauty
1908,C0365,407.8,Shipping Delay,0,Mobile,Standard,1105,2024-02-16,Toys
1909,C2714,63.81,Other,0,Mobile,Standard,1457,2024-03-08,Clothing
1910,C0526,182.36,Changed Mind,0,Mobile,Standard,1498,2024-09-10,Toys
1911,C2747,748.95,Changed Mind,0,Mobile,Standard,1566,2024-02-28,Beauty
1912,C1336,378.23,Changed Mind,0,Mobile,Express,1027,2024-04-28,Beauty
1913,C0883,361.86,Out of Stock,0,Tablet,Express,1217,2024-07-04,Beauty
1914,C1031,21.51,Payment Issue,0,Desktop,Standard,1079,2024-02-17,Clothing
1915,C1027,205.45,Customer Service,0,Mobile,Standard,260,2024-07-09,Beauty
1916,C1647,694.37,Changed Mind,0,Desktop,Standard,1616,2024-09-21,Toys
1917,C0919,140.06,Product Quality,0,Mobile,Standard,1589,2024-06-20,Clothing
1918,C2798,337.95,Out of Stock,0,Mobile,Standard,379,2024-02-15,Toys
1919,C2411,21.32,Out of Stock,0,Tablet,Express,1510,2024-05-22,Clothing
1920,C1775,387.89,Payment Issue,0,Tablet,Standard,95,2024-09-02,Beauty
1921,C1532,26.61,Product Quality,0,Mobile,Standard,1359,2024-08-03,Clothing
1922,C2854,657.49,Payment Issue,0,Mobile,Standard,768,2024-06-24,Electronics
1923,C2787,661.63,Payment Issue,0,Mobile,Standard,1739,2024-11-23,Toys
1924,C1907,632.32,Out of Stock,0,Mobile,Standard,1746,2024-12-31,Electronics
1925,C1216,233.86,Product Quality,0,Desktop,Standard,1352,2024-05-24,Electronics
1926,C1655,671.42,Payment Issue,1,Mobile,Standard,1519,2024-02-04,Beauty
1927,C0485,438.97,Payment Issue,0,Mobile,Standard,828,2024-05-11,Beauty
1928,C2076,305.31,Customer Service,0,Mobile,Standard,1661,2024-10-30,Electronics
1929,C0714,504.01,Customer Service,0,Mobile,Standard,1542,2024-06-01,Clothing
1930,C1063,19.75,Payment Issue,0,Desktop,Standard,925,2024-10-28,Beauty
1931,C1977,122.94,Shipping Delay,0,Desktop,Standard,1148,2024-02-17,Toys
1932,C1297,596.41,Changed Mind,1,Mobile,Standard,1806,2024-06-16,Electronics
1933,C1255,202.89,Shipping Delay,1,Mobile,Express,619,2024-06-26,Toys
1934,C2134,482.43,Other,0,Mobile,Standard,259,2024-09-19,Toys
1935,C0126,314.23,Payment Issue,0,Mobile,Standard,830,2024-04-04,Toys
1936,C2860,685.3,Product Quality,0,Mobile,Express,1605,2024-11-11,Electronics
1937,C0537,762.41,Out of Stock,0,Mobile,Standard,549,2024-10-17,Home
1938,C2193,708.02,Out of Stock,0,Mobile,Express,1710,2024-08-17,Beauty
1939,C2073,223.79,Shipping Delay,0,Mobile,Standard,699,2024-07-09,Toys
1940,C1604,163.39,Other,0,Desktop,Express,1762,2024-05-23,Electronics
1941,C0067,384.8,Payment Issue,0,Mobile,Standard,1793,2024-06-12,Home
1942,C0233,15.79,Payment Issue,0,Desktop,Standard,708,2024-01-19,Electronics
1943,C2157,30.39,Payment Issue,0,Mobile,Standard,1031,2024-03-08,Beauty
1944,C1170,447.1,Other,0,Desktop,Standard,562,2024-04-07,Electronics
1945,C2159,421.16,Product Quality,0,Mobile,Standard,372,2024-01-07,Clothing
1946,C2276,795.72,Shipping Delay,0,Desktop,Standard,221,2024-10-29,Clothing
1947,C0111,169.46,Payment Issue,0,Mobile,Standard,530,2024-06-25,Toys
1948,C1494,213.9,Other,1,Tablet,Standard,349,2024-07-24,Electronics
1949,C2082,99.7,Customer Service,1,Desktop,Standard,1782,2024-10-25,Electronics
1950,C0623,734.86,Shipping Delay,0,Mobile,Standard,30,2024-10-14,Toys
1951,C2796,624.47,Changed Mind,0,Mobile,Standard,1615,2024-08-16,Toys
1952,C2643,659.65,Payment Issue,0,Desktop,Standard,1381,2024-04-28,Home
1953,C2473,723.18,Out of Stock,0,Tablet,Standard,21,2024-09-26,Electronics
1954,C2661,424.67,Product Quality,0,Desktop,Express,1312,2024-03-21,Beauty
1955,C1542,366.44,Payment Issue,0,Desktop,Standard,753,2024-06-08,Beauty
1956,C2740,271.01,Shipping Delay,0,Desktop,Standard,213,2024-07-06,Beauty
1957,C1306,475.48,Changed Mind,0,Mobile,Standard,711,2024-07-06,Toys
1958,C1762,368.88,Product Quality,0,Mobile,Standard,1188,2024-11-03,Toys
1959,C1976,366.74,Out of Stock,0,Mobile,Standard,139,2024-07-12,Toys
1960,C2363,750.17,Payment Issue,1,Desktop,Standard,1393,2024-09-16,Beauty
1961,C0877,787.38,Out of Stock,0,Mobile,Express,964,2024-07-09,Home
1962,C1990,639.22,Changed Mind,0,Mobile,Express,1343,2024-10-15,Clothing
1963,C1313,607.84,Payment Issue,0,Mobile,Standard,408,2024-04-15,Electronics
1964,C1461,547.64,Customer Service,1,Desktop,Standard,437,2024-05-08,Clothing
1965,C2710,141.2,Payment Issue,0,Mobile,Standard,796,2024-04-06,Electronics
1966,C2325,56.69,Changed Mind,0,Mobile,Standard,12,2024-03-04,Toys
1967,C1734,555.67,Payment Issue,0,Mobile,Standard,500,2024-05-07,Beauty
1968,C1606,585.74,Payment Issue,0,Mobile,Standard,1049,2024-08-10,Clothing
1969,C1527,47.11,Changed Mind,0,Desktop,Standard,533,2024-10-19,Toys
1970,C2672,,Payment Issue,0,Mobile,Express,860,2024-11-21,Electronics
1971,C2564,82.0,Out of Stock,0,Desktop,Standard,75,2024-04-13,Clothing
1972,C2891,235.86,Payment Issue,0,Mobile,Express,365,2024-05-31,Clothing
1973,C2398,541.19,Product Quality,0,Mobile,Standard,1514,2024-04-23,Clothing
1974,C1631,144.2,Payment Issue,0,Mobile,Standard,1115,2024-02-24,Clothing
1975,C2871,53.78,Payment Issue,0,Mobile,Standard,840,2024-04-30,Clothing
1976,C1161,,Changed Mind,0,Mobile,Standard,886,2024-08-04,Toys
1977,C0759,615.12,Other,0,Mobile,Standard,1289,2024-05-02,Electronics
1978,C2947,336.81,Shipping Delay,0,Desktop,Standard,1583,2024-01-03,Electronics
1979,C0243,525.85,Product Quality,0,Tablet,Standard,498,2024-04-01,Home
1980,C2591,467.9,Payment Issue,0,Tablet,Standard,1193,2024-06-12,Beauty
1981,C1064,27.55,Customer Service,0,Tablet,Standard,1369,2024-04-28,Clothing
1982,C0229,790.95,Payment Issue,0,Mobile,Standard,1780,2024-03-01,Electronics
1983,C2596,42.73,Payment Issue,0,Mobile,Standard,1251,2024-08-01,Beauty
1984,C0920,774.56,Shipping Delay,0,Mobile,Express,698,2024-09-03,Beauty
1985,C1247,444.39,Changed Mind,0,Mobile,Standard,679,2024-08-22,Toys
1986,C0006,770.9,Other,0,Desktop,Standard,202,2024-12-22,Clothing
1987,C0468,100.66,Payment Issue,0,Desktop,Standard,445,2024-10-15,Home
1988,C1756,397.42,Other,0,Desktop,Standard,517,2024-03-18,Beauty
1989,C0075,143.91,Shipping Delay,0,Desktop,Standard,131,2024-01-24,Toys
1990,C0004,50.27,Out of Stock,0,Mobile,Standard,1268,2024-11-03,Clothing
1991,C1871,497.85,Payment Issue,0,Mobile,Standard,90,2024-04-10,Electronics
1992,C0646,174.15,Changed Mind,0,Mobile,Standard,1149,2024-09-07,Home
1993,C0118,474.28,Other,0,Tablet,Standard,471,2024-05-02,Clothing
1994,C2929,98.77,Changed Mind,0,Tablet,Express,1265,2024-08-02,Toys
1995,C1630,272.27,Shipping Delay,0,Mobile,Standard,501,2024-09-18,Toys
1996,C2552,627.49,Other,0,Mobile,Express,760,2024-11-27,Toys
1997,C2022,355.27,Changed Mind,0,Mobile,Express,386,2024-12-11,Toys
1998,C0947,505.92,Out of Stock,0,Mobile,Standard,1030,2024-05-02,Toys
1999,C2622,521.49,Shipping Delay,0,Desktop,Express,1111,2024-09-08,Home
2000,C1465,676.57,Payment Issue,0,Mobile,Standard,597,2024-11-15,Beauty
2001,C0194,266.69,Payment Issue,0,Mobile,Express,907,2024-12-02,Beauty
2002,C0847,552.96,Out of Stock,0,Mobile,Standard,866,2024-06-06,Electronics
2003,C2763,769.68,Changed Mind,1,Tablet,Standard,1168,2024-11-22,Beauty
2004,C1416,586.89,Product Quality,0,Mobile,Standard,1474,2024-05-28,Toys
2005,C1459,397.0,Payment Issue,0,Desktop,Express,1354,2024-03-05,Beauty
2006,C2221,508.27,Other,0,Mobile,Express,1733,2024-12-23,Beauty
2007,C1669,594.35,Payment Issue,0,Mobile,Standard,1187,2024-01-04,Toys
2008,C2374,493.7,Shipping Delay,1,Mobile,Standard,656,2024-06-22,Home
2009,C1434,23.17,Out of Stock,0,Desktop,Standard,341,2024-05-15,Toys
2010,C1142,163.87,Payment Issue,1,Desktop,Standard,1024,2024-08-31,Beauty
2011,C2884,650.27,Payment Issue,0,Mobile,Standard,1143,2024-02-29,Beauty
2012,C1811,225.39,Product Quality,0,Mobile,Standard,1602,2024-02-14,Electronics
2013,C0724,587.93,Other,0,Desktop,Express,463,2024-03-12,Toys
2014,C0225,303.97,Changed Mind,0,Desktop,Standard,461,2024-04-04,Electronics
2015,C0532,422.29,Changed Mind,0,Mobile,Standard,1072,2024-01-31,Electronics
2016,C0113,63.7,Changed Mind,1,Mobile,Standard,818,2024-06-04,Clothing
2017,C2188,,Payment Issue,0,Desktop,Standard,1350,2024-08-27,Electronics
2018,C0559,766.19,Shipping Delay,0,Mobile,Express,473,2024-03-04,Beauty
2019,C2049,713.21,Customer Service,0,Tablet,Standard,887,2024-11-18,Beauty
2020,C2138,525.3,Changed Mind,0,Desktop,Standard,938,2024-04-18,Clothing
2021,C0654,373.12,Other,0,Mobile,Express,367,2024-03-08,Clothing
2022,C0320,543.85,Payment Issue,1,Desktop,Standard,1310,2024-02-04,Toys
2023,C1574,498.7,Shipping Delay,0,Mobile,Express,1047,2024-09-07,Clothing
2024,C1829,459.16,Changed Mind,0,Desktop,Standard,722,2024-12-19,Home
2025,C1918,56.75,Changed Mind,1,Desktop,Express,292,2024-02-05,Beauty
2026,C0139,509.91,Out of Stock,1,Mobile,Standard,1472,2024-05-11,Beauty
2027,C2893,617.45,Changed Mind,0,Desktop,Standard,1086,2024-10-31,Clothing
2028,C2027,795.32,Product Quality,1,Desktop,Express,567,2024-08-09,Clothing
2029,C2307,18.75,Product Quality,0,Desktop,Standard,1481,2024-06-15,Beauty
2030,C0902,586.84,Changed Mind,1,Mobile,Standard,1553,2024-09-30,Clothing
2031,C0690,461.71,Customer Service,0,Mobile,Standard,873,2024-02-29,Toys
2032,C2040,352.9,Changed Mind,0,Desktop,Standard,960,2024-12-07,Clothing
2033,C0010,110.78,Product Quality,0,Tablet,Standard,1436,2024-04-22,Clothing
2034,C0261,333.18,Payment Issue,0,Mobile,Standard,588,2024-08-08,Toys
2035,C1943,289.96,Payment Issue,0,Mobile,Standard,259,2024-10-05,Toys
2036,C1674,249.24,Changed Mind,0,Mobile,Express,1656,2024-03-08,Toys
2037,C2220,587.39,Out of Stock,0,Mobile,Standard,907,2024-11-10,Beauty
2038,C2946,563.57,Shipping Delay,0,Desktop,Standard,183,2024-12-11,Clothing
2039,C2061,475.33,Changed Mind,0,Desktop,Standard,1071,2024-09-19,Toys
2040,C1192,751.55,Payment Issue,0,MOBILE,Standard,146,2024-09-25,Toys
2041,C1620,286.38,Changed Mind,0,Desktop,Standard,1817,2024-05-10,Beauty
2042,C0321,202.6,Shipping Delay,1,Mobile,Standard,591,2024-09-23,Home
2043,C1343,528.16,Shipping Delay,0,Desktop,Standard,1771,2024-07-26,Clothing
2044,C1637,167.06,Payment Issue,0,Desktop,Standard,1432,2024-07-30,Home
2045,C2377,258.86,Payment Issue,0,Tablet,Express,1017,2024-02-20,Home
2046,C2833,187.44,Product Quality,0,Mobile,Express,439,2024-10-14,Toys
2047,C2825,64.63,Payment Issue,1,Mobile,Standard,1481,2024-02-11,Beauty
2048,C1995,663.72,Payment Issue,1,Mobile,Express,228,2024-09-03,Clothing
2049,C2959,211.09,Payment Issue,0,Mobile,Standard,1307,2024-07-13,Clothing
2050,C1944,383.69,Changed Mind,0,Mobile,Standard,1596,2024-08-31,Clothing
2051,C2039,44.22,Out of Stock,0,Desktop,Standard,731,2024-07-18,Home
2052,C1119,562.48,Shipping Delay,0,Desktop,Express,1368,2024-12-23,Electronics
2053,C1605,271.14,Changed Mind,0,Mobile,Express,1624,2024-04-30,Beauty
2054,C2366,598.34,Product Quality,0,Mobile,Standard,946,2024-11-29,Electronics
2055,C0236,335.8,Payment Issue,0,Tablet,Standard,1287,2024-11-23,Home
2056,C1970,164.65,Customer Service,0,Mobile,Standard,739,2024-07-21,Toys
2057,C0334,415.41,Out of Stock,0,Mobile,Standard,377,2024-04-15,Electronics
2058,C1909,113.1,Out of Stock,0,Mobile,Standard,1126,2024-09-06,Electronics
2059,C0376,358.03,Payment Issue,1,Mobile,Express,953,2024-10-15,Beauty
